student_id, name,surname,email,lecture,points, how_many_times_attended
2014-08769,BILGE,FATIH,bilgefatih@ce1.marmara.edu.tr,CS231,89,1
2014-27891,OKAN,AKTAS,okanaktas@ce1.marmara.edu.tr,CS101,23,2
2014-27891,OKAN,AKTAS,okanaktas@ce1.marmara.edu.tr,CS231,84,2
2014-18387,RABIA,ARSLAN,rabiaarslan@ce1.marmara.edu.tr,CS231,53,2
2015-59296,ISMAIL,AY,i.ay@ce1.marmara.edu.tr,CS231,41,1
2014-79449,HARUN,YILDIRIM,harunyildirim@ce1.marmara.edu.tr,CS231,46,2
2015-80203,ALI,GUL,a.gul@ce1.marmara.edu.tr,CS231,45,1
2015-65897,SEMRA,GURCAN,s.gurcan@ce1.marmara.edu.tr,CS101,98,2
2015-65897,SEMRA,GURCAN,s.gurcan@ce1.marmara.edu.tr,CS231,55,1
2015-65897,SEMRA,GURCAN,s.gurcan@ce1.marmara.edu.tr,CS102,97,2
2015-58446,AHMET,DILER,a.diler@ce1.marmara.edu.tr,CS101,34,1
2015-58446,AHMET,DILER,a.diler@ce1.marmara.edu.tr,CS231,34,2
2015-50344,HARUN,YILDIRIM,h.yildirim@ce1.marmara.edu.tr,CS101,15,2
2015-50344,HARUN,YILDIRIM,h.yildirim@ce1.marmara.edu.tr,CS231,58,1
2015-50344,HARUN,YILDIRIM,h.yildirim@ce1.marmara.edu.tr,CS102,81,1
2015-50813,CANAN,KARA,c.kara@ce1.marmara.edu.tr,CS231,34,1
2015-50813,CANAN,KARA,c.kara@ce1.marmara.edu.tr,CS101,66,1
2015-46183,ALI,PEK,a.pek@ce1.marmara.edu.tr,CS231,60,1
2015-62815,CAN,ESEN,c.esen@ce1.marmara.edu.tr,CS101,89,1
2015-62815,CAN,ESEN,c.esen@ce1.marmara.edu.tr,CS102,51,1
2015-30486,BETUL,OZKAN,b.ozkan@ce1.marmara.edu.tr,CS231,95,2
2015-30486,BETUL,OZKAN,b.ozkan@ce1.marmara.edu.tr,CS101,68,2
2015-30486,BETUL,OZKAN,b.ozkan@ce1.marmara.edu.tr,CS102,51,1
2014-47349,HILAL,DILER,hilaldiler@ce1.marmara.edu.tr,CS101,56,1
2014-47349,HILAL,DILER,hilaldiler@ce1.marmara.edu.tr,CS102,65,2
2014-47349,HILAL,DILER,hilaldiler@ce1.marmara.edu.tr,CS365,47,2
2014-87072,HILAL,SULEYMAN,hilalsuleyman@ce1.marmara.edu.tr,CS101,55,1
2014-87072,HILAL,SULEYMAN,hilalsuleyman@ce1.marmara.edu.tr,CS231,45,1
2014-47688,HUSEYIN,YILMAZ,huseyinyilmaz@ce1.marmara.edu.tr,CS101,22,2
2014-47688,HUSEYIN,YILMAZ,huseyinyilmaz@ce1.marmara.edu.tr,CS102,36,1
2014-47688,HUSEYIN,YILMAZ,huseyinyilmaz@ce1.marmara.edu.tr,CS464,75,1
2015-77078,VELI,ARSLAN,v.arslan@ce1.marmara.edu.tr,CS231,51,2
2015-77078,VELI,ARSLAN,v.arslan@ce1.marmara.edu.tr,CS101,95,2
2014-88824,EGE,HIKMET,egehikmet@ce1.marmara.edu.tr,CS101,40,1
2014-88824,EGE,HIKMET,egehikmet@ce1.marmara.edu.tr,CS231,76,1
2014-88824,EGE,HIKMET,egehikmet@ce1.marmara.edu.tr,CS102,87,2
2015-77180,SEMRA,SIMSEK,s.simsek@ce1.marmara.edu.tr,CS231,91,2
2014-76710,OKAN,YILMAZ,okanyilmaz@ce1.marmara.edu.tr,CS231,80,2
2014-05825,BILGE,PEK,bilgepek@ce1.marmara.edu.tr,CS231,100,1
2014-35769,AYSE,SULEYMAN,aysesuleyman@ce1.marmara.edu.tr,CS231,85,1
2014-35769,AYSE,SULEYMAN,aysesuleyman@ce1.marmara.edu.tr,CS101,66,1
2014-83042,NUR,AYDOGAN,nuraydogan@ce1.marmara.edu.tr,CS101,35,1
2014-51525,OZGUR,YILDIRIM,ozguryildirim@ce1.marmara.edu.tr,CS231,84,2
2014-21599,AHMET,SULEYMAN,ahmetsuleyman@ce1.marmara.edu.tr,CS231,74,1
2014-16540,BILGE,OZDEMIR,bilgeozdemir@ce1.marmara.edu.tr,CS231,78,2
2014-16540,BILGE,OZDEMIR,bilgeozdemir@ce1.marmara.edu.tr,CS101,26,2
2014-26241,UGUR,ARSLAN,ugurarslan@ce1.marmara.edu.tr,CS101,35,1
2014-75580,EFE,CELIK,efecelik@ce1.marmara.edu.tr,CS231,26,1
2014-04195,MUSTAFA,ESEN,mustafaesen@ce1.marmara.edu.tr,CS231,92,1
2015-22882,BILGE,KOC,b.koc@ce1.marmara.edu.tr,CS101,17,1
2015-84468,ELIF,KOC,e.koc@ce1.marmara.edu.tr,CS231,74,2
2015-33037,AZRA,FATIH,a.fatih@ce1.marmara.edu.tr,CS231,47,2
2015-31791,EGE,OZKAN,e.ozkan@ce1.marmara.edu.tr,CS101,46,1
2015-31791,EGE,OZKAN,e.ozkan@ce1.marmara.edu.tr,CS231,75,1
2015-68560,RABIA,OZER,r.ozer@ce1.marmara.edu.tr,CS231,90,1
2014-63569,NURAY,FATIH,nurayfatih@ce1.marmara.edu.tr,CS231,14,2
2015-85203,TUNA,YILMAZ,t.yilmaz@ce1.marmara.edu.tr,CS231,68,1
2014-63245,AZRA,AYDOGAN,azraaydogan@ce1.marmara.edu.tr,CS231,55,2
2015-70155,CAN,ILHAN,c.ilhan@ce1.marmara.edu.tr,CS231,65,2
2015-70155,CAN,ILHAN,c.ilhan@ce1.marmara.edu.tr,CS101,93,2
2015-12468,MUSTAFA,GUL,m.gul@ce1.marmara.edu.tr,CS231,44,1
2015-54384,HASAN,SULEYMAN,h.suleyman@ce1.marmara.edu.tr,CS101,39,1
2015-54384,HASAN,SULEYMAN,h.suleyman@ce1.marmara.edu.tr,CS231,21,1
2015-33119,ELIF,ARSLAN,e.arslan@ce1.marmara.edu.tr,CS231,71,1
2015-33119,ELIF,ARSLAN,e.arslan@ce1.marmara.edu.tr,CS101,11,1
2014-70729,FATMA,YILDIRIM,fatmayildirim@ce1.marmara.edu.tr,CS231,22,1
2014-70729,FATMA,YILDIRIM,fatmayildirim@ce1.marmara.edu.tr,CS101,85,2
2014-32288,NURAY,YILMAZ,nurayyilmaz@ce1.marmara.edu.tr,CS231,56,1
2014-79221,OKAN,PEK,okanpek@ce1.marmara.edu.tr,CS101,58,1
2014-41336,FATMA,GUL,fatmagul@ce1.marmara.edu.tr,CS101,48,1
2014-41336,FATMA,GUL,fatmagul@ce1.marmara.edu.tr,CS102,55,1
2014-41336,FATMA,GUL,fatmagul@ce1.marmara.edu.tr,CS464,27,2
2014-36371,OKAN,YILMAZ,okanyilmaz@ce1.marmara.edu.tr,CS231,73,2
2014-91215,ALI,AKTAS,aliaktas@ce1.marmara.edu.tr,CS101,72,1
2015-35097,MUSTAFA,KOC,m.koc@ce1.marmara.edu.tr,CS101,56,1
2015-35097,MUSTAFA,KOC,m.koc@ce1.marmara.edu.tr,CS102,55,1
2015-98275,AYSE,OZDEMIR,a.ozdemir@ce1.marmara.edu.tr,CS101,57,1
2015-98275,AYSE,OZDEMIR,a.ozdemir@ce1.marmara.edu.tr,CS231,36,1
2014-18133,ALI,AY,aliay@ce1.marmara.edu.tr,CS231,67,1
2014-18133,ALI,AY,aliay@ce1.marmara.edu.tr,CS101,71,2
2014-61388,NUR,OZKAN,nurozkan@ce1.marmara.edu.tr,CS231,87,2
2014-05505,EFE,DILER,efediler@ce1.marmara.edu.tr,CS101,78,1
2014-05505,EFE,DILER,efediler@ce1.marmara.edu.tr,CS231,41,2
2014-21042,HUSEYIN,KOC,huseyinkoc@ce1.marmara.edu.tr,CS231,45,2
2015-59869,TUNA,DILER,t.diler@ce1.marmara.edu.tr,CS231,81,1
2014-28535,GULSUM,AYDOGAN,gulsumaydogan@ce1.marmara.edu.tr,CS101,42,2
2014-28535,GULSUM,AYDOGAN,gulsumaydogan@ce1.marmara.edu.tr,CS102,89,1
2014-28535,GULSUM,AYDOGAN,gulsumaydogan@ce1.marmara.edu.tr,CS231,69,2
2014-28535,GULSUM,AYDOGAN,gulsumaydogan@ce1.marmara.edu.tr,CS365,23,1
2014-53267,EMRE,GURCAN,emregurcan@ce1.marmara.edu.tr,CS231,11,1
2015-32247,NURAY,ASLAN,n.aslan@ce1.marmara.edu.tr,CS101,23,1
2015-32247,NURAY,ASLAN,n.aslan@ce1.marmara.edu.tr,CS102,70,1
2014-59025,EGE,OZDEMIR,egeozdemir@ce1.marmara.edu.tr,CS231,11,2
2014-26730,AHMET,YILMAZ,ahmetyilmaz@ce1.marmara.edu.tr,CS101,89,1
2014-88018,UGUR,AY,uguray@ce1.marmara.edu.tr,CS101,32,2
2014-88018,UGUR,AY,uguray@ce1.marmara.edu.tr,CS231,38,2
2014-88018,UGUR,AY,uguray@ce1.marmara.edu.tr,CS102,24,1
2015-63394,HARUN,KURT,h.kurt@ce1.marmara.edu.tr,CS231,84,2
2014-12197,AYSE,AKTAS,ayseaktas@ce1.marmara.edu.tr,CS101,25,2
2014-12197,AYSE,AKTAS,ayseaktas@ce1.marmara.edu.tr,CS231,51,1
2014-46447,ISMAIL,AY,ismailay@ce1.marmara.edu.tr,CS101,56,1
2014-08081,SIBEL,DOGAN,sibeldogan@ce1.marmara.edu.tr,CS101,76,1
2014-08081,SIBEL,DOGAN,sibeldogan@ce1.marmara.edu.tr,CS102,26,2
2015-24241,EMRE,KARA,e.kara@ce1.marmara.edu.tr,CS231,38,2
2014-63779,ELIF,SIMSEK,elifsimsek@ce1.marmara.edu.tr,CS101,36,2
2014-63779,ELIF,SIMSEK,elifsimsek@ce1.marmara.edu.tr,CS231,69,1
2014-63779,ELIF,SIMSEK,elifsimsek@ce1.marmara.edu.tr,CS102,53,1
2014-78434,ELIF,AYDIN,elifaydin@ce1.marmara.edu.tr,CS231,81,2
2015-15033,FIKRET,CELIK,f.celik@ce1.marmara.edu.tr,CS101,76,2
2015-15033,FIKRET,CELIK,f.celik@ce1.marmara.edu.tr,CS231,14,2
2015-41537,HUSEYIN,AYDOGAN,h.aydogan@ce1.marmara.edu.tr,CS231,67,1
2015-41537,HUSEYIN,AYDOGAN,h.aydogan@ce1.marmara.edu.tr,CS101,35,2
2014-02980,TUNA,FATIH,tunafatih@ce1.marmara.edu.tr,CS231,47,1
2015-47132,TUNA,AYDOGAN,t.aydogan@ce1.marmara.edu.tr,CS101,35,1
2015-47132,TUNA,AYDOGAN,t.aydogan@ce1.marmara.edu.tr,CS102,45,1
2014-95567,ALI,ESEN,aliesen@ce1.marmara.edu.tr,CS101,72,2
2014-95567,ALI,ESEN,aliesen@ce1.marmara.edu.tr,CS102,100,2
2015-31307,VELI,AKTAS,v.aktas@ce1.marmara.edu.tr,CS101,71,1
2014-38099,EGE,AY,egeay@ce1.marmara.edu.tr,CS101,14,1
2014-38099,EGE,AY,egeay@ce1.marmara.edu.tr,CS102,18,1
2014-38099,EGE,AY,egeay@ce1.marmara.edu.tr,CS365,86,1
2014-38099,EGE,AY,egeay@ce1.marmara.edu.tr,CS231,65,1
2014-13183,ISMAIL,SULEYMAN,ismailsuleyman@ce1.marmara.edu.tr,CS101,24,2
2014-54805,NURAY,HIKMET,nurayhikmet@ce1.marmara.edu.tr,CS101,49,2
2014-18719,EFE,AYDOGAN,efeaydogan@ce1.marmara.edu.tr,CS101,64,2
2014-18719,EFE,AYDOGAN,efeaydogan@ce1.marmara.edu.tr,CS231,68,1
2014-76854,ALI,CAN,alican@ce1.marmara.edu.tr,CS101,42,2
2015-48761,AZRA,OZKAN,a.ozkan@ce1.marmara.edu.tr,CS101,58,2
2014-63603,HASAN,AY,hasanay@ce1.marmara.edu.tr,CS231,96,2
2014-63603,HASAN,AY,hasanay@ce1.marmara.edu.tr,CS101,53,2
2015-75030,EGE,FATIH,e.fatih@ce1.marmara.edu.tr,CS101,52,2
2015-35901,OKAN,ILHAN,o.ilhan@ce1.marmara.edu.tr,CS101,51,1
2015-35901,OKAN,ILHAN,o.ilhan@ce1.marmara.edu.tr,CS102,86,1
2015-01392,HARUN,YILDIRIM,h.yildirim@ce1.marmara.edu.tr,CS101,68,1
2015-01392,HARUN,YILDIRIM,h.yildirim@ce1.marmara.edu.tr,CS102,17,2
2015-63497,CANAN,ILHAN,c.ilhan@ce1.marmara.edu.tr,CS101,85,2
2015-63497,CANAN,ILHAN,c.ilhan@ce1.marmara.edu.tr,CS231,25,1
2014-75235,FIKRET,GURCAN,fikretgurcan@ce1.marmara.edu.tr,CS101,16,2
2015-85703,FATMA,KARA,f.kara@ce1.marmara.edu.tr,CS101,57,2
2015-85703,FATMA,KARA,f.kara@ce1.marmara.edu.tr,CS102,15,1
2014-01125,RABIA,AKTAS,rabiaaktas@ce1.marmara.edu.tr,CS231,89,1
2014-12774,ELIF,KURT,elifkurt@ce1.marmara.edu.tr,CS231,63,1
2014-12774,ELIF,KURT,elifkurt@ce1.marmara.edu.tr,CS101,92,1
2014-12774,ELIF,KURT,elifkurt@ce1.marmara.edu.tr,CS102,23,2
2014-00235,BETUL,AY,betulay@ce1.marmara.edu.tr,CS231,10,2
2015-62181,FATMA,AY,f.ay@ce1.marmara.edu.tr,CS231,26,1
2015-62181,FATMA,AY,f.ay@ce1.marmara.edu.tr,CS101,94,2
2015-38041,ASLI,KOC,a.koc@ce1.marmara.edu.tr,CS101,87,2
2015-38041,ASLI,KOC,a.koc@ce1.marmara.edu.tr,CS102,92,2
2015-59283,HASAN,PEK,h.pek@ce1.marmara.edu.tr,CS231,74,2
2014-50892,EMRE,SIMSEK,emresimsek@ce1.marmara.edu.tr,CS231,69,2
2014-26283,EGE,OZDEMIR,egeozdemir@ce1.marmara.edu.tr,CS231,50,2
2014-06729,CANAN,GURCAN,canangurcan@ce1.marmara.edu.tr,CS231,12,1
2014-16965,AYSE,DOGAN,aysedogan@ce1.marmara.edu.tr,CS101,26,2
2015-75094,LALE,SIMSEK,l.simsek@ce1.marmara.edu.tr,CS231,13,2
2014-89671,ELIF,FATIH,eliffatih@ce1.marmara.edu.tr,CS101,29,2
2015-10456,AYLIN,AYDOGAN,a.aydogan@ce1.marmara.edu.tr,CS101,65,2
2015-17051,CIGDEM,OZER,c.ozer@ce1.marmara.edu.tr,CS231,35,2
2015-17051,CIGDEM,OZER,c.ozer@ce1.marmara.edu.tr,CS101,68,2
2014-72717,ASLI,CELIK,aslicelik@ce1.marmara.edu.tr,CS101,87,2
2015-46533,UGUR,YILDIRIM,u.yildirim@ce1.marmara.edu.tr,CS101,68,1
2015-46533,UGUR,YILDIRIM,u.yildirim@ce1.marmara.edu.tr,CS102,24,2
2015-46533,UGUR,YILDIRIM,u.yildirim@ce1.marmara.edu.tr,CS231,20,2
2015-02799,NISA,CAN,n.can@ce1.marmara.edu.tr,CS231,59,1
2014-36938,AHMET,OZER,ahmetozer@ce1.marmara.edu.tr,CS101,82,2
2014-90785,EMRE,ESEN,emreesen@ce1.marmara.edu.tr,CS231,34,1
2015-92534,FIKRET,GUL,f.gul@ce1.marmara.edu.tr,CS231,44,1
2014-77023,SALIH,KURT,salihkurt@ce1.marmara.edu.tr,CS101,75,2
2015-60519,ELIF,AY,e.ay@ce1.marmara.edu.tr,CS231,53,1
2015-88095,MUSTAFA,KARA,m.kara@ce1.marmara.edu.tr,CS231,25,2
2014-72167,HUSEYIN,ISIK,huseyinisik@ce1.marmara.edu.tr,CS101,26,1
2014-72167,HUSEYIN,ISIK,huseyinisik@ce1.marmara.edu.tr,CS102,33,2
2015-01530,HASAN,DILER,h.diler@ce1.marmara.edu.tr,CS231,99,1
2014-78325,AHMET,CAN,ahmetcan@ce1.marmara.edu.tr,CS231,87,2
2014-83137,NISA,HIKMET,nisahikmet@ce1.marmara.edu.tr,CS101,21,1
2015-69995,AZRA,AY,a.ay@ce1.marmara.edu.tr,CS101,40,1
2015-69995,AZRA,AY,a.ay@ce1.marmara.edu.tr,CS102,12,1
2015-69995,AZRA,AY,a.ay@ce1.marmara.edu.tr,CS231,11,2
2015-92547,UMUT,OZDEMIR,u.ozdemir@ce1.marmara.edu.tr,CS101,68,2
2015-92547,UMUT,OZDEMIR,u.ozdemir@ce1.marmara.edu.tr,CS231,35,2
2015-92547,UMUT,OZDEMIR,u.ozdemir@ce1.marmara.edu.tr,CS102,58,2
2015-21136,CAN,PEK,c.pek@ce1.marmara.edu.tr,CS101,12,2
2015-21136,CAN,PEK,c.pek@ce1.marmara.edu.tr,CS231,61,1
2014-90300,SEMRA,FATIH,semrafatih@ce1.marmara.edu.tr,CS101,43,1
2014-39890,FATMA,SULEYMAN,fatmasuleyman@ce1.marmara.edu.tr,CS101,34,1
2014-39890,FATMA,SULEYMAN,fatmasuleyman@ce1.marmara.edu.tr,CS231,56,2
2015-63219,AZRA,SIMSEK,a.simsek@ce1.marmara.edu.tr,CS231,36,2
2015-63418,EFE,AYDIN,e.aydin@ce1.marmara.edu.tr,CS101,72,2
2015-63418,EFE,AYDIN,e.aydin@ce1.marmara.edu.tr,CS231,40,1
2015-42595,UMUT,AKTAS,u.aktas@ce1.marmara.edu.tr,CS101,40,2
2015-42595,UMUT,AKTAS,u.aktas@ce1.marmara.edu.tr,CS231,77,1
2015-44874,TUNA,OZER,t.ozer@ce1.marmara.edu.tr,CS101,11,1
2015-44874,TUNA,OZER,t.ozer@ce1.marmara.edu.tr,CS102,98,2
2015-44874,TUNA,OZER,t.ozer@ce1.marmara.edu.tr,CS231,76,2
2014-07686,HARUN,DOGAN,harundogan@ce1.marmara.edu.tr,CS101,55,2
2014-07686,HARUN,DOGAN,harundogan@ce1.marmara.edu.tr,CS231,91,2
2015-78515,BETUL,KARA,b.kara@ce1.marmara.edu.tr,CS101,45,2
2015-14187,AHMET,HIKMET,a.hikmet@ce1.marmara.edu.tr,CS101,21,2
2015-14187,AHMET,HIKMET,a.hikmet@ce1.marmara.edu.tr,CS102,64,2
2014-33500,AHMET,KOC,ahmetkoc@ce1.marmara.edu.tr,CS231,49,1
2014-33500,AHMET,KOC,ahmetkoc@ce1.marmara.edu.tr,CS101,12,2
2014-33500,AHMET,KOC,ahmetkoc@ce1.marmara.edu.tr,CS102,10,1
2014-02784,SIBEL,AKTAS,sibelaktas@ce1.marmara.edu.tr,CS231,44,2
2014-32579,GULSUM,OZKAN,gulsumozkan@ce1.marmara.edu.tr,CS101,64,1
2014-32579,GULSUM,OZKAN,gulsumozkan@ce1.marmara.edu.tr,CS231,91,2
2014-70680,ELIF,AKTAS,elifaktas@ce1.marmara.edu.tr,CS101,94,2
2015-42282,AYSE,ISIK,a.isik@ce1.marmara.edu.tr,CS231,41,1
2014-75126,UMUT,CAN,umutcan@ce1.marmara.edu.tr,CS101,81,1
2014-75126,UMUT,CAN,umutcan@ce1.marmara.edu.tr,CS102,91,1
2014-35725,AHMET,ESEN,ahmetesen@ce1.marmara.edu.tr,CS231,46,2
2014-35725,AHMET,ESEN,ahmetesen@ce1.marmara.edu.tr,CS101,53,2
2014-40447,RABIA,CAN,rabiacan@ce1.marmara.edu.tr,CS101,41,1
2014-40447,RABIA,CAN,rabiacan@ce1.marmara.edu.tr,CS231,66,1
2014-27008,GULSUM,ILHAN,gulsumilhan@ce1.marmara.edu.tr,CS101,27,1
2015-27112,AZRA,FATIH,a.fatih@ce1.marmara.edu.tr,CS101,48,1
2015-27112,AZRA,FATIH,a.fatih@ce1.marmara.edu.tr,CS102,34,1
2015-37371,LALE,ARSLAN,l.arslan@ce1.marmara.edu.tr,CS231,68,2
2015-37371,LALE,ARSLAN,l.arslan@ce1.marmara.edu.tr,CS101,75,2
2015-51869,CANAN,DILER,c.diler@ce1.marmara.edu.tr,CS101,71,1
2014-74283,GULSUM,AYDIN,gulsumaydin@ce1.marmara.edu.tr,CS101,93,2
2014-74283,GULSUM,AYDIN,gulsumaydin@ce1.marmara.edu.tr,CS231,39,2
2014-74283,GULSUM,AYDIN,gulsumaydin@ce1.marmara.edu.tr,CS102,62,1
2014-90834,EFE,KOC,efekoc@ce1.marmara.edu.tr,CS101,97,2
2014-90834,EFE,KOC,efekoc@ce1.marmara.edu.tr,CS102,81,2
2014-90834,EFE,KOC,efekoc@ce1.marmara.edu.tr,CS231,85,2
2015-00894,NURAY,KURT,n.kurt@ce1.marmara.edu.tr,CS231,19,1
2015-28892,MEHMET,OZER,m.ozer@ce1.marmara.edu.tr,CS231,95,1
2015-88060,HUSEYIN,ISIK,h.isik@ce1.marmara.edu.tr,CS231,86,2
2015-88060,HUSEYIN,ISIK,h.isik@ce1.marmara.edu.tr,CS101,65,2
2015-42678,HILAL,ARSLAN,h.arslan@ce1.marmara.edu.tr,CS101,20,1
2015-74512,OZGUR,FATIH,o.fatih@ce1.marmara.edu.tr,CS101,10,1
2015-74512,OZGUR,FATIH,o.fatih@ce1.marmara.edu.tr,CS102,58,2
2014-38378,AZRA,GURCAN,azragurcan@ce1.marmara.edu.tr,CS101,67,1
2014-38378,AZRA,GURCAN,azragurcan@ce1.marmara.edu.tr,CS102,77,1
2014-20046,AZRA,DOGAN,azradogan@ce1.marmara.edu.tr,CS231,25,2
2014-20046,AZRA,DOGAN,azradogan@ce1.marmara.edu.tr,CS101,91,1
2015-95323,UMUT,GUL,u.gul@ce1.marmara.edu.tr,CS101,33,1
2015-59882,MUSTAFA,ISIK,m.isik@ce1.marmara.edu.tr,CS101,74,1
2015-59882,MUSTAFA,ISIK,m.isik@ce1.marmara.edu.tr,CS231,14,1
2015-39317,CIGDEM,FATIH,c.fatih@ce1.marmara.edu.tr,CS101,36,1
2015-39317,CIGDEM,FATIH,c.fatih@ce1.marmara.edu.tr,CS102,36,2
2015-12931,AYSE,ARSLAN,a.arslan@ce1.marmara.edu.tr,CS101,84,2
2015-12931,AYSE,ARSLAN,a.arslan@ce1.marmara.edu.tr,CS102,67,2
2014-73476,SIBEL,AYDIN,sibelaydin@ce1.marmara.edu.tr,CS231,99,1
2014-73476,SIBEL,AYDIN,sibelaydin@ce1.marmara.edu.tr,CS101,83,2
2015-87221,HASAN,CAN,h.can@ce1.marmara.edu.tr,CS231,13,2
2015-80716,GULSUM,ARSLAN,g.arslan@ce1.marmara.edu.tr,CS231,77,1
2014-47286,GULSUM,ASLAN,gulsumaslan@ce1.marmara.edu.tr,CS231,41,1
2015-69252,EGE,KARA,e.kara@ce1.marmara.edu.tr,CS101,69,1
2015-62189,FATMA,KARA,f.kara@ce1.marmara.edu.tr,CS231,82,2
2015-62189,FATMA,KARA,f.kara@ce1.marmara.edu.tr,CS101,51,1
2015-10814,FATMA,ILHAN,f.ilhan@ce1.marmara.edu.tr,CS101,34,2
2015-10814,FATMA,ILHAN,f.ilhan@ce1.marmara.edu.tr,CS102,31,1
2014-38424,ISMAIL,DILER,ismaildiler@ce1.marmara.edu.tr,CS101,88,2
2014-38424,ISMAIL,DILER,ismaildiler@ce1.marmara.edu.tr,CS102,10,2
2015-82432,HARUN,YILMAZ,h.yilmaz@ce1.marmara.edu.tr,CS231,64,1
2015-82432,HARUN,YILMAZ,h.yilmaz@ce1.marmara.edu.tr,CS101,21,1
2015-41972,CAN,DOGAN,c.dogan@ce1.marmara.edu.tr,CS101,69,2
2014-62799,ALI,OZKAN,aliozkan@ce1.marmara.edu.tr,CS231,70,1
2015-50398,EGE,KARA,e.kara@ce1.marmara.edu.tr,CS101,68,1
2015-50398,EGE,KARA,e.kara@ce1.marmara.edu.tr,CS231,20,2
2014-23079,BETUL,YILMAZ,betulyilmaz@ce1.marmara.edu.tr,CS101,43,2
2014-97446,AYSE,SIMSEK,aysesimsek@ce1.marmara.edu.tr,CS101,17,1
2014-97446,AYSE,SIMSEK,aysesimsek@ce1.marmara.edu.tr,CS102,50,2
2014-97446,AYSE,SIMSEK,aysesimsek@ce1.marmara.edu.tr,CS365,71,2
2015-12499,EMRE,CELIK,e.celik@ce1.marmara.edu.tr,CS101,26,1
2015-29198,LALE,CAN,l.can@ce1.marmara.edu.tr,CS231,31,2
2015-29198,LALE,CAN,l.can@ce1.marmara.edu.tr,CS101,61,2
2015-69954,EGE,SULEYMAN,e.suleyman@ce1.marmara.edu.tr,CS231,71,2
2014-86740,SEMRA,AKTAS,semraaktas@ce1.marmara.edu.tr,CS101,75,1
2014-86740,SEMRA,AKTAS,semraaktas@ce1.marmara.edu.tr,CS231,55,1
2014-79770,EFE,OZDEMIR,efeozdemir@ce1.marmara.edu.tr,CS231,43,2
2014-79770,EFE,OZDEMIR,efeozdemir@ce1.marmara.edu.tr,CS101,43,2
2014-13595,HASAN,ASLAN,hasanaslan@ce1.marmara.edu.tr,CS101,28,2
2014-13595,HASAN,ASLAN,hasanaslan@ce1.marmara.edu.tr,CS102,17,1
2014-13595,HASAN,ASLAN,hasanaslan@ce1.marmara.edu.tr,CS464,82,2
2015-67801,TUNA,KOC,t.koc@ce1.marmara.edu.tr,CS101,82,2
2015-66751,TUNA,KURT,t.kurt@ce1.marmara.edu.tr,CS101,73,1
2015-54179,OKAN,KAYA,o.kaya@ce1.marmara.edu.tr,CS101,46,1
2015-54179,OKAN,KAYA,o.kaya@ce1.marmara.edu.tr,CS102,81,1
2015-71967,CANAN,ISIK,c.isik@ce1.marmara.edu.tr,CS231,99,2
2015-58754,MEHMET,SIMSEK,m.simsek@ce1.marmara.edu.tr,CS101,36,2
2015-70264,SIBEL,ILHAN,s.ilhan@ce1.marmara.edu.tr,CS101,29,2
2014-57102,NISA,KOC,nisakoc@ce1.marmara.edu.tr,CS101,37,2
2015-58742,AZRA,ESEN,a.esen@ce1.marmara.edu.tr,CS101,44,1
2015-58742,AZRA,ESEN,a.esen@ce1.marmara.edu.tr,CS102,36,1
2015-45970,SEMRA,YILDIRIM,s.yildirim@ce1.marmara.edu.tr,CS101,18,1
2014-40198,NURAY,SIMSEK,nuraysimsek@ce1.marmara.edu.tr,CS231,81,2
2015-76936,BILGE,DILER,b.diler@ce1.marmara.edu.tr,CS231,11,1
2015-76936,BILGE,DILER,b.diler@ce1.marmara.edu.tr,CS101,47,1
2014-82196,FIKRET,HIKMET,fikrethikmet@ce1.marmara.edu.tr,CS101,22,1
2015-24660,AYSE,YILDIRIM,a.yildirim@ce1.marmara.edu.tr,CS231,79,2
2015-46506,SALIH,KARA,s.kara@ce1.marmara.edu.tr,CS231,60,2
2015-98261,SIBEL,HIKMET,s.hikmet@ce1.marmara.edu.tr,CS231,79,2
2014-00099,NURAY,DOGAN,nuraydogan@ce1.marmara.edu.tr,CS101,79,2
2014-99993,FATMA,GUL,fatmagul@ce1.marmara.edu.tr,CS101,10,2
2014-26631,LALE,CAN,lalecan@ce1.marmara.edu.tr,CS101,23,1
2014-72290,ELIF,CAN,elifcan@ce1.marmara.edu.tr,CS101,30,1
2014-72290,ELIF,CAN,elifcan@ce1.marmara.edu.tr,CS231,19,1
2015-54988,EFE,SULEYMAN,e.suleyman@ce1.marmara.edu.tr,CS101,75,1
2015-54988,EFE,SULEYMAN,e.suleyman@ce1.marmara.edu.tr,CS231,29,1
2015-26284,AZRA,KOC,a.koc@ce1.marmara.edu.tr,CS231,53,2
2014-68890,MUSTAFA,AKTAS,mustafaaktas@ce1.marmara.edu.tr,CS101,19,2
2014-83936,AYLIN,ARSLAN,aylinarslan@ce1.marmara.edu.tr,CS101,71,2
2015-66198,VELI,SIMSEK,v.simsek@ce1.marmara.edu.tr,CS101,90,2
2014-24281,AHMET,ASLAN,ahmetaslan@ce1.marmara.edu.tr,CS231,54,1
2014-24281,AHMET,ASLAN,ahmetaslan@ce1.marmara.edu.tr,CS101,40,1
2015-19456,TUNA,OZDEMIR,t.ozdemir@ce1.marmara.edu.tr,CS231,45,1
2015-51736,GULSUM,YILMAZ,g.yilmaz@ce1.marmara.edu.tr,CS101,60,1
